severity,subjects,components,date
Recall,Front windows may fail to reverse direction,Visibility,2025-03-14
Recall,Incorrect rearview camera image may display,Back Over Prevention,2025-02-28
Recall,Software error may cause loss of drive power,Power Train,2025-02-28
Recall,Trailer brakes may fail,Electrical System,2025-02-28
Recall,High voltage battery may short circuit,Electrical System,2025-02-28
Recall,High voltage battery contactor may overheat,Electrical System,2025-02-28
Recall,Loss of drive power from undetected low battery,Electrical System,2025-02-28
Recall,Loss of drive from disconnected axle shaft,Power Train,2025-02-28
Recall,Unintended brake light illumination/fmvss 108,"Service Brakes, Hydraulic",2025-02-28
Recall,Instrument panel not illuminated/fmvss 101,Electrical System,2025-02-28
Recall,Tail lights may fail,Electrical System,2025-02-14
Recall,Missing warning for turn signal failure/fmvss 108,Electrical System,2025-02-14
Large Recall,Improperly secured seat belt buckle anchor bolts,N/A,2025-02-14
Recall,Exterior mirror led lights may cause fire,Visibility,2025-02-14
Recall,Steering wheel may turn unintentionally,Steering,2025-02-14
Recall,Instrument panel display failure/fmvss 101 & 102,Electrical System,2025-01-31
Recall,Rearview camera image may not display,Back Over Prevention,2025-01-31
Large Recall,Rear shock absorber reservoir may detach,Suspension,2025-01-17
Recall,Steering gear assembled incorrectly,N/A,2025-01-17
Recall,Loose transmission cross member bolts,Power Train,2025-01-17
Large Recall,Loss of drive power from battery failure,Electrical System,2025-01-17
Recall,Engine rod bearing failure,Engine And Engine Cooling,2026-08-13
Recall,Obstructed rearview camera image/fmvss 111,Back Over Prevention,2026-07-28
Recall,Window glass trim pieces may detach,Structure,2026-07-28
Recall,Driver's seat may recline unexpectedly,Seats,2026-07-21
Large Recall,Engine compartment fire,Electrical System,2026-07-20
Large Recall,Second-row seat may move unexpectedly,Seats,2026-07-14
Recall,Trailer brakes and lighting may be lost/fmvss 108,Electrical System,2026-07-14
Large Recall,Roof rail covers may detach,Structure,2026-07-14
Recall,Rear differential pinion shaft may fracture,Power Train,2026-06-30
Recall,Windshield wiper and washing system malfunction,Visibility,2026-06-30
Recall,Missing pedestrian warning sound,Back Over Prevention,2026-06-30
Recall,Fender flare may detach,Structure,2026-06-24
Large Recall,Vehicle rollaway risk,Power Train,2026-06-24
Large Recall,Engine stall from canister purge valve malfunction,"Fuel System, Gasoline",2026-06-09
Recall,Unexpected downshift can cause loss of control,Power Train,2026-06-09
Recall,Steering wheel hands-off detection alerts may fail,Lane Departure,2026-06-09
Recall,Transmission clutch may fracture and leak fluid,Power Train,2026-06-09
Recall,Unintended vehicle movement,Power Train,2026-06-09
Recall,Window automatic reversal system malfunction/fmvss 118,Visibility,2026-06-09
Recall,Daytime running lights may not dim/fmvss 108,Exterior Lighting,2026-06-09
Recall,Instrument cluster may go blank on start-up/fmvss 101,Electrical System,2026-06-09
Recall,Vehicle rollaway risk,Power Train,2026-06-09
Recall,Instrument cluster failure/fmvss 102,Electrical System,2026-06-09
Large Recall,Center console may peel causing sharp edges,Structure,2026-06-09
Large Recall,Seat belt may fail to retract or extend,Seat Belts,2026-05-27
Recall,Loss of drive power from engine failure,Engine And Engine Cooling,2026-05-27
Do Not Drive,Do not drive: loss of control from control arm separation,Suspension,2026-05-27
Recall,Incorrect tire and weight capacity information/fmvss 110,Equipment,2026-05-26
Recall,Vehicle rollaway risk/fmvss 114,Power Train,2026-05-12
Recall,Hard top may crack and detach,Structure,2026-05-12
Large Recall,Loose bolt in front seat frame,Seats,2026-04-28
Recall,Block heater may overheat and cause fire,N/A,2026-04-14
Large Recall,Sun visor wiring may cause fire,N/A,2026-04-14
Large Recall,Unexpected downshift can cause loss of control,Power Train,2026-04-14
Recall,Loss of drive power due to transmission misalignment,Power Train,2026-04-14
Recall,Missing front axle hub spindle nut,Wheels,2026-04-14
Recall,Incorrectly installed piston circlips,Engine And Engine Cooling,2026-03-31
Large Recall,Windshield wipers may fail,Visibility,2026-03-31
Recall,Inoperative defrosting and defogging system,Visibility,2026-03-31
Recall,Front passenger air bag may not deploy/fmvss 208,Air Bags,2026-03-31
Large Recall,Loss of rearview camera image and adas features,Back Over Prevention,2026-03-19
Recall,Improperly secured seat belt anchors,N/A,2026-03-17
Recall,High pressure fuel pump may fail,"Fuel System, Diesel",2026-03-17
Recall,Moonroof glass panel may detach,Visibility,2026-03-17
Recall,Unintended brake light illumination/fmvss 108,Exterior Lighting,2026-03-17
Large Recall,Rearview camera image may not display,Back Over Prevention,2026-03-03
Large Recall,Incorrectly displayed rearview camera image/fmvss 111,Back Over Prevention,2026-03-03
Recall,Loss of drive power from egr valve failure,Engine And Engine Cooling,2026-03-03
Recall,Passenger-side headlight malfunction/fmvss 108,Exterior Lighting,2026-03-03
Recall,Driver's seat may move unexpectedly,Seats,2026-03-03
Recall,Driveshaft may separate,Power Train,2026-03-03
Recall,Backup alarm sound failure,Back Over Prevention,2026-03-03
Large Recall,Windshield wipers may fail,Visibility,2026-03-03
Large Recall,Trailer lighting and brakes may not function/fmvss 108,Electrical System,2026-02-20
Large Recall,Rear suspension toe link fracture,Suspension,2026-02-20
Recall,High voltage battery may short circuit,Electrical System,2026-02-17
Do Not Drive,Do not drive - loss of brake function/fmvss 105,"Service Brakes, Hydraulic",2026-02-17
Recall,High-voltage battery may cause fire,Electrical System,2026-02-03
Recall,Engine crossmember improperly secured,Structure,2026-02-03
Recall,Brake lights may fail to illuminate/fmvss 108,Exterior Lighting,2026-01-21
Recall,Inadequate windshield bonding/fmvss 212,Visibility,2026-01-21
Recall,Engine block heater may short circuit and cause fire,Equipment,2026-01-15
Recall,Engine block heater may short circuit and cause fire,Equipment,2026-01-15
Large Recall,Engine block heater may short circuit and cause fire,Equipment,2026-01-15
